UserID,Game,Hours
561758,Call of Duty Advanced Warfare,9.3
561758,The Elder Scrolls V Skyrim,8.6
561758,Call of Duty Black Ops,8.6
561758,Left 4 Dead,8.2
561758,Alan Wake,7.2
561758,Medal of Honor(TM) Single Player,7.2
561758,I Am Alive,7.1
561758,Front Mission Evolved,7.0
561758,Alan Wake's American Nightmare,6.2
561758,Call of Duty Ghosts,6.2
561758,Half-Life Source,5.8
561758,Half-Life 2 Episode One,5.6
561758,Synergy,5.6
561758,Red Faction Guerrilla Steam Edition,4.9
561758,BRINK,4.7
561758,Day of Defeat Source,4.4
561758,Sanctum,4.3
561758,Killing Floor Mod Defence Alliance 2,3.1
561758,Bulletstorm,2.9
561758,Spec Ops The Line,2.8
561758,Team Fortress 2,2.8
561758,DayZ,2.8
561758,The Walking Dead,2.7
561758,Sniper Elite,1.8
561758,Day of Defeat,1.7
561758,Section 8 Prejudice,1.7
561758,Call of Duty Modern Warfare 3,1.6
561758,Zombie Panic Source,1.5
561758,Dead Space,1.4
561758,RIFT,1.4
561758,Shattered Horizon,1.4
561758,Hydrophobia Prophecy,1.4
561758,Darkest Hour Europe '44-'45,0.9
561758,Counter-Strike Source,0.8
561758,Homefront,0.8
561758,Zombie Driver,0.7
561758,Max Payne 2 The Fall of Max Payne,0.7
561758,Call of Duty 4 Modern Warfare,0.7
561758,Serious Sam HD The Second Encounter,0.6
561758,Red Orchestra Ostfront 41-45,0.6
561758,Painkiller Resurrection,0.6
561758,Medal of Honor(TM) Multiplayer,0.6
561758,Call of Duty Advanced Warfare - Multiplayer,0.4
561758,Counter-Strike Global Offensive,0.4
561758,Half-Life,0.4
561758,Half-Life 2 Lost Coast,0.4
561758,Unreal Gold,0.3
561758,Ignite,0.3
561758,Insurgency Modern Infantry Combat,0.3
561758,PC Gamer,0.3
561758,Painkiller Overdose,0.2
561758,Call of Duty Black Ops II - Zombies,0.2
748719,Counter-Strike Global Offensive,1329.0
748719,Sid Meier's Civilization V,67.0
748719,DayZ,40.0
748719,Counter-Strike,13.6
748719,Dishonored,9.2
748719,Batman Arkham Asylum GOTY Edition,6.9
748719,Arma 2 Operation Arrowhead,5.9
748719,Brothers in Arms Road to Hill 30,3.9
748719,Company of Heroes Tales of Valor,3.0
748719,Natural Selection 2,2.5
748719,Might & Magic Heroes VI,2.3
748719,Borderlands 2,2.3
748719,Cabela's Dangerous Hunts 2013,0.8
748719,Counter-Strike Source,0.5
748719,Day of Defeat,0.3
975449,Team Fortress 2,458.0
975449,Left 4 Dead 2,212.0
975449,Left 4 Dead,158.0
975449,Just Cause 2,98.0
975449,Batman Arkham City GOTY,58.0
975449,Dota 2,54.0
975449,Assassin's Creed III,54.0
975449,Assassin's Creed II,48.0
975449,Portal 2,44.0
975449,The Elder Scrolls V Skyrim,43.0
975449,XCOM Enemy Unknown,41.0
975449,Magicka,39.0
975449,Napoleon Total War,37.0
975449,Counter-Strike Global Offensive,36.0
975449,Assassin's Creed Revelations,32.0
975449,Deus Ex Human Revolution,32.0
975449,Mass Effect,32.0
975449,Empire Total War,30.0
975449,Total War SHOGUN 2,29.0
975449,Amnesia The Dark Descent,26.0
975449,RAGE,24.0
975449,Rogue Legacy,20.0
975449,Serious Sam 3 BFE,19.9
975449,Defense Grid The Awakening,19.1
975449,Batman Arkham Asylum GOTY Edition,17.9
975449,Crysis 2 Maximum Edition,16.1
975449,S.T.A.L.K.E.R. Shadow of Chernobyl,16.1
975449,DeathSpank,15.1
975449,Max Payne 3,13.6
975449,Titan Quest Immortal Throne,13.2
975449,The Secret of Monkey Island Special Edition,12.7
975449,Frozen Synapse,12.6
975449,Metro 2033,12.3
975449,Hotline Miami,11.6
975449,Brothers in Arms Hell's Highway,11.5
975449,Borderlands,10.7
975449,Renegade Ops,10.2
975449,Killing Floor,10.0
975449,Alien Swarm,9.8
975449,Orcs Must Die!,9.1
975449,Mount & Blade Warband,8.5
975449,VVVVVV,7.7
975449,Mirror's Edge,7.6
975449,Blocks That Matter,7.5
975449,Half-Life 2,7.5
975449,Half-Life 2 Deathmatch,7.3
975449,Awesomenauts,7.2
975449,The Ball,6.9
975449,Torchlight,6.8
975449,Galcon Fusion,6.7
975449,Spec Ops The Line,6.3
975449,The Path,6.3
975449,PAYDAY The Heist,6.1
975449,Torchlight II,5.9
975449,Deus Ex Human Revolution - The Missing Link,5.8
975449,The Stanley Parable,5.8
975449,Zeno Clash,5.6
975449,Plain Sight,5.4
975449,Dead Island,5.2
975449,Portal,5.1
975449,Thief Deadly Shadows,4.9
975449,Terraria,4.8
975449,Serious Sam HD The Second Encounter,4.5
975449,Crysis Warhead,4.5
975449,Vampire The Masquerade - Bloodlines,4.4
975449,Burnout Paradise The Ultimate Box,4.2
975449,Saints Row The Third,4.2
975449,Day of Defeat Source,4.1
975449,Dungeons of Dredmor,4.0
975449,The Walking Dead,3.8
975449,McPixel,3.6
975449,Call of Duty World at War,3.6
975449,Braid,3.5
975449,Gratuitous Space Battles,3.5
975449,Rising Storm/Red Orchestra 2 Multiplayer,3.4
975449,Rock of Ages,3.4
975449,Counter-Strike Source,3.3
975449,The Typing of The Dead Overkill,3.2
975449,Psychonauts,3.2
975449,Tomb Raider,3.1
975449,Tales of Maj'Eyal,3.0
975449,SpaceChem,3.0
975449,Half-Life Blue Shift,2.9
975449,Galactic Civilizations II Ultimate Edition,2.9
975449,Faerie Solitaire,2.8
975449,Europa Universalis III,2.7
975449,FTL Faster Than Light,2.7
975449,Alan Wake,2.6
975449,Super Meat Boy,2.5
975449,King's Bounty Crossworlds,2.5
975449,SteamWorld Dig,2.5
975449,Stacking,2.4
975449,The Binding of Isaac,2.3
975449,Revenge of the Titans,2.3
975449,King's Bounty Armored Princess,2.3
975449,Madballs in...Babo Invasion,2.3
975449,Legend of Grimrock,2.1
975449,A.R.E.S.,2.1
975449,BIT.TRIP RUNNER,2.1
975449,Age of Chivalry,2.0
975449,Offspring Fling!,1.9
975449,DEFCON,1.9
975449,Shadowgrounds,1.8
975449,Bulletstorm,1.8
975449,MacGuffin's Curse,1.7
975449,Space Pirates and Zombies,1.7
975449,Costume Quest,1.7
975449,Far Cry 2,1.7
975449,Batman Arkham City,1.7
975449,Wings of Prey,1.4
975449,Iron Grip Warlord,1.3
975449,Star Trek Online,1.3
975449,Atom Zombie Smasher ,1.3
975449,Sanctum,1.3
975449,Poker Night at the Inventory,1.3
975449,Trine,1.2
975449,Half-Life,1.2
975449,Multiwinia,1.2
975449,Jamestown,1.2
975449,Red Faction Guerrilla Steam Edition,1.1
975449,Rome Total War,1.1
975449,Tomb Raider Anniversary,1.1
975449,DiRT 3 Complete Edition,1.1
975449,DogFighter,1.0
975449,Teleglitch Die More Edition,0.9
975449,Prince of Persia,0.9
975449,Serious Sam HD The First Encounter,0.8
975449,DiRT 3,0.8
975449,Far Cry 3,0.8
975449,Darksiders II,0.7
975449,Sleeping Dogs,0.7
975449,Proteus,0.7
975449,Avadon The Black Fortress,0.7
975449,Machinarium,0.6
975449,Swords and Soldiers HD,0.6
975449,Hard Reset,0.6
975449,The Dark Eye Chains of Satinav,0.5
975449,Foul Play,0.5
975449,Mark of the Ninja,0.5
975449,A Valley Without Wind 2,0.5
975449,Shadow Warrior,0.5
975449,Fate of the World,0.5
975449,Race The Sun,0.5
975449,Vessel,0.4
975449,Insurgency Modern Infantry Combat,0.4
975449,Far Cry 3 Blood Dragon,0.4
975449,Call of Juarez Gunslinger,0.4
975449,Foreign Legion Buckets of Blood,0.4
975449,Gemini Rue,0.4
975449,Wargame European Escalation,0.4
975449,And Yet It Moves,0.4
975449,Dark Messiah of Might & Magic Single Player,0.4
975449,Geometry Wars Retro Evolved,0.4
975449,Shadow Man,0.3
975449,Cave Story+,0.3
975449,BioShock,0.3
975449,Just Cause 2 Multiplayer Mod,0.3
975449,Half-Life Opposing Force,0.3
975449,Scoregasm,0.3
975449,Garry's Mod,0.3
975449,Cogs,0.3
975449,Osmos,0.3
975449,Shank,0.3
975449,Painkiller Hell & Damnation,0.3
975449,Saira,0.3
975449,Confrontation,0.3
975449,PC Gamer,0.3
975449,The Ship,0.2
975449,Dear Esther,0.2
975449,Team Fortress Classic,0.2
975449,SimCity 4 Deluxe,0.2
975449,DeathSpank Thongs Of Virtue,0.2
975449,inMomentum,0.2
975449,Anomaly Warzone Earth,0.2
975449,Unepic,0.2
975449,Cities XL Platinum,0.2
975449,"I Have No Mouth, and I Must Scream",0.2
975449,Half-Life 2 Episode Two,0.2
975449,TRAUMA,0.2
975449,Sam & Max 301 The Penal Zone,0.2
975449,Galaxy on Fire 2 Full HD,0.2
975449,The Incredible Adventures of Van Helsing,0.2
975449,The Ship Tutorial,0.2
975449,World of Goo,0.2
975449,Steel Storm Burning Retribution,0.2
975449,Jolly Rover,0.2
975449,Crysis Wars,0.2
975449,Super Monday Night Combat,0.2
975449,Trials 2 Second Edition,0.1
975449,Counter-Strike,0.1
975449,Zombie Shooter 2,0.1
975449,Air Conflicts Pacific Carriers,0.1
975449,Natural Selection 2,0.1
975449,Command and Conquer Red Alert 3 - Uprising,0.1
975449,Shatter,0.1
975449,To the Moon,0.1
975449,Project Zomboid,0.1
975449,Titan Quest,0.1
975449,Nimbus,0.1
975449,Your Doodles Are Bugged!,0.1
975449,Doc Clock The Toasted Sandwich of Time,0.1
975449,Defense Grid 2,0.1
1129452,Day of Defeat,257.0
1129452,Sniper Elite,238.0
1129452,War Inc. Battlezone,53.0
1129452,Half-Life,40.0
1129452,Half-Life Opposing Force,23.0
1129452,Half-Life 2,14.4
1129452,Half-Life 2 Episode Two,13.5
1129452,Half-Life Blue Shift,9.9
1129452,Sid Meier's Civilization III Complete,9.7
1129452,Half-Life 2 Episode One,9.5
1129452,Portal,1.7
1129452,Silent Hunter III,0.9
1129452,S.T.A.L.K.E.R. Clear Sky,0.8
1612666,BioShock Infinite,28.0
1612666,Tomb Raider,20.0
1612666,Sid Meier's Civilization V,19.1
1612666,Max Payne 3,16.7
1612666,Fallout New Vegas,14.4
1612666,Sleeping Dogs,12.9
1612666,Counter-Strike Global Offensive,11.9
1612666,Hitman Absolution,10.5
1612666,Dota 2,7.4
1612666,The Witcher 2 Assassins of Kings Enhanced Edition,6.2
1612666,Kingdom Rush,5.9
1612666,Left 4 Dead 2,5.8
1612666,L.A. Noire,4.0
1612666,Grand Theft Auto IV,2.5
1612666,Counter-Strike,1.3
1612666,Red Faction Armageddon,0.3
1612666,Hotline Miami,0.2
1936551,This War of Mine,53.0
1936551,Majesty 2,50.0
1936551,Rayman Legends,49.0
1936551,Prison Architect,43.0
1936551,Sid Meier's Ace Patrol,37.0
1936551,FTL Faster Than Light,30.0
1936551,Magic 2015,30.0
1936551,Blood Bowl Legendary Edition,24.0
1936551,The Banner Saga,23.0
1936551,Machinarium,22.0
1936551,Giana Sisters Twisted Dreams,21.0
1936551,Pat & Mat,21.0
1936551,Castle Crashers,20.0
1936551,Space Hulk,20.0
1936551,Ultimate General Gettysburg,19.7
1936551,World of Goo,19.1
1936551,"Warhammer 40,000 Dawn of War II",18.5
1936551,Game Dev Tycoon,16.8
1936551,Spintires,15.7
1936551,Borderlands 2,15.7
1936551,LEGO Worlds,15.5
1936551,Broforce,15.5
1936551,Mark of the Ninja,14.5
1936551,Octodad Dadliest Catch,13.8
1936551,Magic 2014 ,13.4
1936551,Legend of Grimrock,12.1
1936551,Men of War,11.6
1936551,"Warhammer 40,000 Space Marine",11.2
1936551,Elven Legacy,10.8
1936551,CastleStorm,10.7
1936551,Skulls of the Shogun,10.2
1936551,Kerbal Space Program,9.5
1936551,Magic Duels,8.7
1936551,The Witcher 2 Assassins of Kings Enhanced Edition,7.5
1936551,Sid Meier's Civilization IV Colonization,7.4
1936551,Red Orchestra Ostfront 41-45,7.1
1936551,Napoleon Total War,7.1
1936551,FEZ,6.0
1936551,Sid Meier's Pirates!,5.5
1936551,King of Dragon Pass,5.4
1936551,Ticket to Ride,5.4
1936551,Botanicula,5.2
1936551,Always Sometimes Monsters,5.1
1936551,Car Mechanic Simulator 2014,5.1
1936551,Far Cry 3,5.1
1936551,Guacamelee! Gold Edition,3.4
1936551,Trine 2,3.2
1936551,FlatOut 2,2.7
1936551,Batman Arkham Asylum GOTY Edition,2.5
1936551,Supreme Commander,2.5
1936551,Scribblenauts Unlimited,2.3
1936551,Sid Meier's Railroads!,2.3
1936551,TowerFall Ascension,2.2
1936551,Cossacks II Napoleonic Wars,2.1
1936551,Hotline Miami,2.0
1936551,Jagged Alliance 2 Gold Pack,1.6
1936551,Terraria,1.6
1936551,Little Racers STREET,1.5
1936551,The Escapists,1.4
1936551,Worms Reloaded,1.3
1936551,Ori and the Blind Forest,1.2
1936551,The Swapper,1.1
1936551,Wings! Remastered Edition,1.1
1936551,Blackguards,1.1
1936551,"Papers, Please",1.0
1936551,Batman Arkham City GOTY,0.9
1936551,Sid Meier's Ace Patrol Pacific Skies,0.9
1936551,Mortal Kombat Komplete Edition,0.9
1936551,SteamWorld Dig,0.8
1936551,Broken Sword 1 - Shadow of the Templars Director's Cut,0.7
1936551,Wizorb,0.6
1936551,Day of Defeat,0.6
1936551,SpeedRunners,0.5
1936551,Warlock 2 the Exiled,0.5
1936551,Cities Skylines,0.5
1936551,Magicka,0.4
1936551,Pinball FX2,0.4
1936551,Driftmoon,0.3
1936551,Pixel Piracy,0.3
1936551,Gunpoint,0.3
1936551,Nidhogg,0.3
1936551,Sid Meier's Civilization V,0.3
1936551,Project Zomboid,0.3
1936551,The Lord of the Rings War in the North,0.3
1936551,Hammerwatch,0.3
1936551,Darkest Hour Europe '44-'45,0.2
1950243,FINAL FANTASY VII,71.0
1950243,Company of Heroes Tales of Valor,52.0
1950243,Left 4 Dead 2,49.0
1950243,Counter-Strike Global Offensive,45.0
1950243,Battlefield Bad Company 2,40.0
1950243,Team Fortress 2,27.0
1950243,Left 4 Dead,27.0
1950243,3DMark,26.0
1950243,Counter-Strike Source,14.4
1950243,Company of Heroes 2,13.3
1950243,Dead Island,11.8
1950243,Dungeon Defenders,11.1
1950243,Borderlands 2,11.0
1950243,Street Fighter IV,10.6
1950243,Plants vs. Zombies Game of the Year,10.4
1950243,Dungeon Defenders II,9.2
1950243,Supreme Commander 2,8.9
1950243,Borderlands,7.6
1950243,Sid Meier's Railroads!,7.6
1950243,Rocket League,6.3
1950243,Planetary Annihilation TITANS,4.8
1950243,World in Conflict Soviet Assault,4.6
1950243,Titan Quest Immortal Throne,4.1
1950243,Alien Swarm,3.8
1950243,Planetary Annihilation,3.5
1950243,Arma 3,2.6
1950243,Sins of a Solar Empire Trinity,2.6
1950243,Unreal Tournament 3 Black Edition,2.5
1950243,Magic 2015,2.2
1950243,Space Empires V,1.9
1950243,Supreme Commander Forged Alliance,1.6
1950243,Portal,1.6
1950243,PAYDAY The Heist,1.4
1950243,Age of Empires II HD Edition,1.3
1950243,Call of Duty Black Ops,1.3
1950243,War Thunder,1.2
1950243,Dota 2,1.1
1950243,Call of Duty Black Ops - Multiplayer,0.9
1950243,Portal 2,0.7
1950243,Star Wars - Battlefront II,0.6
1950243,Ticket to Ride,0.6
1950243,Star Wars Knights of the Old Republic,0.5
1950243,Titan Quest,0.4
1950243,Robocraft,0.4
2083767,Hero Academy,196.0
2083767,The Elder Scrolls V Skyrim,42.0
2083767,Defense Grid The Awakening,33.0
2083767,War of the Roses,28.0
2083767,Orcs Must Die! 2,28.0
2083767,Might & Magic Heroes VI,17.2
2083767,Torchlight,15.8
2083767,Path of Exile,13.1
2083767,Dungeon of the Endless,12.0
2083767,Orcs Must Die!,11.4
2083767,Clicker Heroes,11.1
2083767,Rocket League,10.1
2083767,Rocksmith 2014,8.1
2083767,Tap Tap Infinity,7.3
2083767,Darkest Dungeon,6.8
2083767,Counter-Strike Global Offensive,5.0
2083767,Counter-Strike Source,3.4
2083767,Castle Story,3.2
2083767,Dota 2,3.1
2083767,Call of Duty Modern Warfare 3 - Multiplayer,2.9
2083767,Retro-Pixel Castles,2.7
2083767,Counter-Strike,2.1
2083767,Dishonored,2.0
2083767,Torchlight II,1.5
2083767,Dungeon Defenders,0.9
2083767,CastleStorm,0.7
2083767,Portal,0.7
2083767,Borderlands 2,0.6
2083767,Magicka,0.3
2083767,Hammerwatch,0.2
2083767,Time Clickers,0.1
2083767,Sid Meier's Civilization V,0.1
2110581,Counter-Strike Global Offensive,140.0
2110581,Battlefield Bad Company 2,32.0
2110581,Counter-Strike Source,30.0
2110581,Dota 2,20.0
2110581,Portal 2,12.7
2110581,Counter-Strike,8.8
2110581,Serious Sam HD The First Encounter,8.5
2110581,Portal,6.4
2110581,DC Universe Online,5.7
2110581,Serious Sam HD The Second Encounter,5.2
2110581,Call of Duty Modern Warfare 2 - Multiplayer,5.2
2110581,DOOM II Hell on Earth,2.8
2110581,Team Fortress 2,2.3
2110581,Half-Life 2 Deathmatch,2.1
2110581,Half-Life 2 Lost Coast,1.8
2110581,South Park The Stick of Truth,1.7
2110581,The Elder Scrolls V Skyrim,1.3
2110581,Call of Duty Modern Warfare 2,1.2
2110581,Chivalry Medieval Warfare,1.2
2110581,Star Wars The Force Unleashed II,0.7
2110581,Half-Life 2 Episode Two,0.6
2110581,Half-Life,0.6
2110581,Team Fortress Classic,0.5
2110581,Universe Sandbox,0.4
2110581,Half-Life 2,0.3
2110581,Deathmatch Classic,0.3
2110581,Ricochet,0.1
2110581,Alien Swarm,0.1
2259650,Team Fortress 2,557.0
2259650,Left 4 Dead 2,505.0
2259650,Borderlands 2,223.0
2259650,Call of Duty Black Ops II - Multiplayer,195.0
2259650,Fallout 4,116.0
2259650,Borderlands,103.0
2259650,Left 4 Dead,91.0
2259650,South Park The Stick of Truth,22.0
2259650,Portal 2,21.0
2259650,RAGE,17.1
2259650,Wolfenstein The New Order,14.7
2259650,BioShock 2,12.3
2259650,BioShock Infinite,12.2
2259650,Sid Meier's Civilization V,12.0
2259650,Burnout Paradise The Ultimate Box,10.6
2259650,Max Payne 3,10.5
2259650,Saints Row The Third,9.8
2259650,Battlefield Bad Company 2,9.2
2259650,GRID 2,7.3
2259650,Counter-Strike Source,6.2
2259650,Call of Duty Advanced Warfare,5.7
2259650,Poker Night 2,4.6
2259650,Counter-Strike Global Offensive,4.6
2259650,Wolfenstein The Old Blood ,4.5
2259650,Grand Theft Auto V,4.3
2259650,Rayman Legends,3.9
2259650,Street Fighter IV,3.9
2259650,Killing Floor,3.8
2259650,LIMBO,3.3
2259650,Alien Swarm,3.2
2259650,Grand Theft Auto IV,3.0
2259650,VVVVVV,2.9
2259650,Quake,2.8
2259650,Sid Meier's Civilization IV,2.6
2259650,Duke Nukem 3D Megaton Edition,2.3
